Column1,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
392,01-01-2019 05:10,5.02E+11,"fraud_Langworth, Boehm and Gulgowski",shopping_net,17.28,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,04-05-1962,ab41841a5c10cc01a69acf4d6db51a48,1325394604,40.966241,-78.242112,0
393,01-01-2019 05:11,4.12E+15,"fraud_Larkin, Stracke and Greenfelder",entertainment,141.63,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,ee95df4c6aec40419cef203ee8d03625,1325394685,41.086821,-88.481823,0
394,01-01-2019 05:11,3.55E+15,fraud_Smitham-Schiller,grocery_net,56.31,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05-07-1984,f2340cd81fa67f0cb81f6ed202c45a98,1325394702,32.979984,-98.388752,0
395,01-01-2019 05:12,4.47E+12,fraud_Kutch-Hegmann,grocery_net,105.66,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24-10-1927,921e0fbe8831ca93df72e22b26d8151b,1325394751,36.174356,-79.619973,0
396,01-01-2019 05:13,1.80E+14,"fraud_Nicolas, Hills and McGlynn",entertainment,53.49,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15-02-1964,068ececb49d98226ae529fae424232c7,1325394814,39.102729,-76.185062,0
397,01-01-2019 05:14,3.52E+15,fraud_Spinka Inc,grocery_net,48.31,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27-08-1978,23a79ef1e368a318c1db57a666d024d6,1325394897,40.504011,-106.561224,0
398,01-01-2019 05:16,2.29E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,81.25,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,24-01-1967,d534c24b383c65487d128d525c8d6b91,1325395005,35.977961,-107.434031,0
2449,02-01-2019 01:06,4.61E+12,fraud_Rutherford-Mertz,grocery_pos,281.06,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,e8a81877ae9a0a7f883e15cb39dc4022,1325466397,36.430124,-81.179483,1
2472,02-01-2019 01:47,3.40E+14,"fraud_Jenkins, Hauck and Friesen",gas_transport,11.52,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,bc7d41c41103877b03232f03f1f8d3f5,1325468849,29.819364,-99.142791,1
2523,02-01-2019 03:05,3.40E+14,fraud_Goodwin-Nitzsche,grocery_pos,276.31,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,b98f12f4168391b2203238813df5aa8c,1325473523,29.273085,-98.83636,1
2546,02-01-2019 03:38,4.61E+12,fraud_Erdman-Kertzmann,gas_transport,7.03,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,397894a5c4c02e3c61c784001f0f14e4,1325475483,35.909292,-82.09101,1
2553,02-01-2019 03:55,3.40E+14,fraud_Koepp-Parker,grocery_pos,275.73,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,7863235a750d73a244c07f1fb7f0185a,1325476547,29.786426,-98.68341,1
2937,02-01-2019 13:38,4.61E+12,fraud_Medhurst PLC,shopping_net,844.8,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,248c2746e78f2ec713df51254ff1b302,1325511488,35.987802,-81.254332,1
3527,02-01-2019 23:52,4.61E+12,fraud_Ruecker Group,misc_net,843.91,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,2f7d497f607396ab669c14c2abe3886f,1325548328,35.985612,-81.383306,1
3580,03-01-2019 01:05,3.40E+14,fraud_Conroy-Cruickshank,gas_transport,10.76,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,0a2f8002e55a3565c5c88d8cf039fed8,1325552727,28.856712,-97.794207,1
3600,03-01-2019 01:35,3.40E+14,fraud_Koepp-Parker,grocery_pos,332.35,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,97903213a2fd7e53bbaa60807144a505,1325554552,29.320662,-97.937219,1
3671,03-01-2019 03:17,3.40E+14,fraud_Strosin-Cruickshank,grocery_pos,315.34,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,0ffc2b7dae4c33883f14ac60283d4027,1325560656,28.953283,-97.806528,1
4324,03-01-2019 16:54,4.92E+15,fraud_Rau and Sons,grocery_pos,337.05,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,7301679c460c5f2a464b0ecb5c610b47,1325609693,41.174382,-79.809888,1
4383,03-01-2019 18:07,4.92E+15,fraud_Pouros-Conroy,shopping_pos,711.66,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,d8daaffedc75c3e9228351ffac06aca9,1325614021,41.207335,-78.840933,1
4644,03-01-2019 22:09,4.92E+15,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,707.5,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,e366fd492cb7dfca302daba1f62ba9f4,1325628540,40.601968,-78.768636,1
4654,03-01-2019 22:21,4.61E+12,fraud_Fisher Inc,shopping_net,942.62,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,41b9e040c87e3ec6928ea9f86c571774,1325629275,35.76589,-81.951839,1
4693,03-01-2019 22:58,4.92E+15,fraud_Mosciski Group,travel,4.5,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,2751eef2242b86fba1c3e6c1bb6a7022,1325631524,39.492341,-78.859114,1
4706,03-01-2019 23:09,4.61E+12,fraud_Morissette PLC,shopping_pos,821.96,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,b7941dbeaf57c1dd33db619996852b0a,1325632191,35.772593,-81.593183,1
4727,03-01-2019 23:29,4.61E+12,fraud_Lemke-Gutmann,shopping_net,1092.68,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,d7a512888741e0585a7277b2d1bc8348,1325633397,36.981465,-80.767836,1
4740,03-01-2019 23:41,4.61E+12,fraud_Mohr-Bayer,shopping_net,1254.27,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15-09-1988,e8cd6d3df90834fe23e6ebb4e52a7349,1325634096,36.105024,-80.963186,1
4744,03-01-2019 23:44,3.40E+14,"fraud_Moen, Reinger and Murphy",grocery_pos,274.09,Misty,Hart,F,27954 Hall Mill Suite 575,San Antonio,TX,78208,29.44,-98.459,1595797,Horticultural consultant,28-10-1960,fdae36d3824101b501a9500505c0dd4c,1325634282,29.789989,-97.996197,1
4808,04-01-2019 00:58,3.42E+14,"fraud_Stokes, Christiansen and Sipes",grocery_net,14.37,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,a3806e984cec6ac0096d8184c64ad3a1,1325638683,65.654142,-164.722603,1
4858,04-01-2019 02:13,4.92E+15,fraud_Rau and Sons,grocery_pos,316.93,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,9a6497aef537514b394fad2b89ef0516,1325643224,39.528505,-80.233077,1
4892,04-01-2019 02:57,4.92E+15,fraud_Padberg-Welch,grocery_pos,327.68,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,4ae53182552dba862e94bf0b13dda3e6,1325645837,40.236755,-80.309968,1
5559,04-01-2019 15:06,3.42E+14,fraud_Predovic Inc,shopping_net,966.11,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,a59185fe1b9ccf21323f581d7477573f,1325689598,65.468863,-165.473127,1
5577,04-01-2019 15:20,4.92E+15,fraud_Corwin-Gorczany,misc_net,795.22,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,2e88359c19111450f2e481e6d527eec0,1325690417,40.352547,-79.327751,1
5612,04-01-2019 15:48,4.92E+15,"fraud_Bins, Balistreri and Beatty",shopping_pos,1015.8,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,7bd2173c927f2df10a800991cce11f89,1325692125,40.306614,-79.961163,1
6104,04-01-2019 22:10,4.92E+15,fraud_Block-Parisian,misc_net,722.18,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,bec7c3860e212f2bd26708879eae59d5,1325715009,40.346282,-79.59967,1
6110,04-01-2019 22:14,4.92E+15,fraud_Schmidt and Sons,shopping_net,898.81,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,d54162245d726a6d45cb6f4b8dc44501,1325715247,41.126312,-80.513488,1
6121,04-01-2019 22:22,4.92E+15,fraud_Ankunding LLC,shopping_net,1001.63,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,17aaea3bad11807b6011536f6333de8c,1325715764,39.911297,-80.626808,1
6141,04-01-2019 22:37,3.42E+14,fraud_Wisozk and Sons,misc_pos,49.61,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,86ba3a888b42cd3925881fa34177b4e0,1325716624,65.347667,-165.914542,1
6177,04-01-2019 23:06,3.42E+14,fraud_Murray-Smitham,grocery_pos,295.26,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,3a068fe1d856f0ecedbed33e4b5f4496,1325718388,64.445035,-166.080207,1
6223,04-01-2019 23:44,4.92E+15,fraud_Hills-Witting,shopping_net,1099.99,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07-03-1941,0d6c902ae823b78f8a151381a3554680,1325720696,40.578351,-79.727578,1
6240,04-01-2019 23:59,3.42E+14,fraud_Friesen Ltd,health_fitness,18.17,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,891cdd1191028759dc20dc224347a0ff,1325721549,65.447094,-165.446843,1
6383,05-01-2019 03:15,3.42E+14,"fraud_Raynor, Reinger and Hagenes",gas_transport,20.45,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,ef010a5f4f570d306a050a368ee2729d,1325733335,64.088838,-165.104078,1
6387,05-01-2019 03:21,3.42E+14,fraud_Heller-Langosh,gas_transport,18.19,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,8e2d2fae5319d31c887dddbc70627ac4,1325733689,63.917785,-165.827621,1
6778,05-01-2019 11:31,3.03E+13,fraud_Padberg-Welch,grocery_pos,367.29,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,5fbe827807ec9f557f6242bb48db0e51,1325763083,39.167065,-93.705245,1
7214,05-01-2019 18:03,3.42E+14,fraud_McGlynn-Heathcote,misc_net,768.15,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,fba83e0a3adb530251295ab72a96b719,1325786598,64.623325,-166.403973,1
7503,05-01-2019 22:02,3.42E+14,fraud_Dooley-Thompson,misc_net,849.49,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,b87c92d4824758e704da572891697fed,1325800954,65.266065,-164.865352,1
7509,05-01-2019 22:05,3.03E+13,"fraud_Gottlieb, Considine and Schultz",shopping_net,1177.79,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,f1c51701d8b5dd6ebfe7c1aebf0c4fe7,1325801150,39.288305,-92.476947,1
7523,05-01-2019 22:12,3.42E+14,"fraud_Moen, Reinger and Murphy",grocery_pos,307.09,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,755e4e8350ec4a3e9309727574c97726,1325801545,64.909145,-164.712087,1
7529,05-01-2019 22:18,3.42E+14,"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,8fa7880cf01e6adc96e9654d69f3f035,1325801932,65.052892,-166.067029,1
7552,05-01-2019 22:32,3.42E+14,fraud_Pouros-Haag,shopping_pos,730.78,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,2396a5b8e277a4ce1d4fa939d6e7b19b,1325802748,65.233866,-166.550779,1
7554,05-01-2019 22:33,3.42E+14,fraud_Goyette Inc,shopping_net,1006.4,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,4d7e567247b6c4529ce4c32c03b2f040,1325802835,65.220316,-165.005725,1
7559,05-01-2019 22:38,3.42E+14,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,830.72,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,773a3305db095657e1860a39dda24cf2,1325803095,65.710538,-165.986117,1
7598,05-01-2019 23:17,3.42E+14,fraud_Pacocha-O'Reilly,grocery_pos,311.92,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",09-11-1939,191b3dcec7a6a49438be93cfbeaea9c1,1325805459,64.79501,-165.670735,1
7611,05-01-2019 23:26,3.03E+13,fraud_Barrows PLC,shopping_pos,762.93,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,19b126ecf4c79997e9edc6f260c09880,1325805984,40.205262,-93.499211,1
9130,06-01-2019 18:39,3.03E+13,fraud_Fisher-Schowalter,shopping_net,855.88,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,bbae703c3794b7738d08739afbaef898,1325875167,40.786018,-93.301092,1
9637,06-01-2019 23:33,3.03E+13,fraud_Gleason-Macejkovic,shopping_net,909.29,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,14-07-1954,b98eb7183ee8a48e83539addc80ea9cc,1325892837,40.977312,-93.55098,1
10057,07-01-2019 04:34,3.60E+15,"fraud_Schumm, Bauch and Ondricka",grocery_pos,300.14,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,47940b7992cca6310182d5e7805c3128,1325910888,33.205504,-93.710845,1
11933,07-01-2019 22:33,3.60E+15,"fraud_Baumbach, Feeney and Morar",shopping_net,967.92,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,25b773670af1261dbd7045c31b98b47f,1325975585,34.371875,-93.649208,1
12069,07-01-2019 23:44,3.60E+15,fraud_Koepp-Witting,grocery_pos,270.01,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,8ee3fd8155bf18da743c0d6a02d8bf35,1325979867,34.535738,-94.524795,1
12099,07-01-2019 23:58,3.60E+15,fraud_Heidenreich PLC,grocery_pos,289.69,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,684dc0e31f25528e2daf78e488f6adca,1325980713,34.90683,-94.7085,1
12109,08-01-2019 00:03,4.81E+12,fraud_Kuhic Inc,grocery_pos,311.83,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,b238b17dd92611ded634764e3bc95af3,1325981012,37.786479,-83.50659,1
12132,08-01-2019 00:26,4.81E+12,fraud_Strosin-Cruickshank,grocery_pos,283.19,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,4ad4cd3d8e148316146ce11a2eacdf54,1325982417,38.445375,-82.410087,1
12204,08-01-2019 01:23,3.42E+14,"fraud_Jenkins, Hauck and Friesen",gas_transport,15.82,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,466056ecfc93e779fe86f1734deb8c5d,1325985799,38.032519,-77.88831,1
12210,08-01-2019 01:25,3.60E+15,fraud_Padberg-Welch,grocery_pos,296.32,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,9e677afcc5538c9ac0a8de845e8c404b,1325985951,34.776591,-94.138256,1
12225,08-01-2019 01:36,3.42E+14,fraud_O'Keefe-Hudson,grocery_pos,334.28,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,3ec5c62cc7befbf5936f617dd15f4e11,1325986575,37.751241,-78.15634,1
12246,08-01-2019 01:50,4.86E+15,fraud_Howe Ltd,misc_pos,664.73,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,61817f427fdb2a54d7c51595026021d2,1325987429,41.124211,-75.954718,1
12268,08-01-2019 02:09,3.60E+15,"fraud_Reilly, Heaney and Cole",gas_transport,8.79,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,7e0f4a143f02460813ff71df073fe504,1325988541,35.042148,-94.430423,1
12290,08-01-2019 02:29,3.60E+15,fraud_Bauch-Raynor,grocery_pos,301.55,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,3a65d82d127c75aebade81668e40f5c8,1325989794,34.081708,-94.914201,1
12297,08-01-2019 02:33,3.42E+14,fraud_Doyle Ltd,grocery_pos,327.26,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,25c9ac5a9f7c80086c9f5352ef9a10c3,1325990014,36.985656,-76.563765,1
12329,08-01-2019 03:00,4.86E+15,fraud_Cormier LLC,shopping_net,1127.56,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,30e549dc6d1bce7f67ba79622fa364cd,1325991611,41.324955,-75.497389,1
12338,08-01-2019 03:06,4.81E+12,fraud_Bauch-Raynor,grocery_pos,276.41,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,9281d982af32a7f45bbb181bbb17243c,1325991966,37.601116,-83.040523,1
12386,08-01-2019 03:37,4.86E+15,fraud_Durgan-Auer,misc_net,722.92,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,4a5d8951cffbaec09d5b7ffb5f5c8bb9,1325993838,41.763302,-75.411206,1
12420,08-01-2019 04:02,3.42E+14,fraud_Erdman-Kertzmann,gas_transport,8.33,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,88c9a55a6a6d847ce635d5217d5985c7,1325995364,37.158814,-77.683783,1
12448,08-01-2019 04:26,4.86E+15,fraud_Murray-Smitham,grocery_pos,333.09,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,d26385d8b8d9bd3389331563be51a58d,1325996773,42.908018,-75.716922,1
12983,08-01-2019 11:41,4.81E+12,fraud_Murray-Smitham,grocery_pos,291.51,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,b44c077e1cc5ec2c7a79d8fe64cf91be,1326022864,39.426472,-83.495305,1
13481,08-01-2019 16:07,4.86E+15,fraud_Douglas-White,entertainment,564.57,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,f56d01ff54f475c73fe91a13cbb824ad,1326038825,42.857025,-74.85479,1
14206,08-01-2019 22:18,4.86E+15,fraud_Denesik and Sons,shopping_pos,929.28,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,c21ffa44c38c315d260b4f9487cc0335,1326061094,42.996841,-74.702234,1
14225,08-01-2019 22:27,3.42E+14,fraud_Huel Ltd,misc_net,848.32,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,ea16c9d6592042af750373f1e8180143,1326061672,36.89666,-77.907818,1
14229,08-01-2019 22:28,3.60E+15,fraud_Cormier LLC,shopping_net,1003.72,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,b7acd15e4f646a95231d520ee1a642f9,1326061723,33.576316,-95.062682,1
14241,08-01-2019 22:36,4.81E+12,fraud_Auer-West,shopping_net,1131.66,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,420cc23e475d71bed60e1f8531b72976,1326062194,38.186537,-82.315761,1
14270,08-01-2019 22:48,4.81E+12,fraud_Stamm-Witting,shopping_net,959.59,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,e3e405d96a992d6ac39c96b6a0a40414,1326062896,37.735337,-82.210806,1
14297,08-01-2019 23:05,3.60E+15,"fraud_Effertz, Welch and Schowalter",entertainment,388.02,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25-04-1957,a0d0796e98083c82b8be49331bd8ce4b,1326063932,33.89745,-95.330061,1
14335,08-01-2019 23:22,4.81E+12,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1050.01,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,5f1c74bdd31fe307b46329446bdb54bc,1326064952,39.060309,-81.737885,1
14370,08-01-2019 23:37,4.81E+12,"fraud_Towne, Greenholt and Koepp",shopping_net,996.93,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,a03e9c82cfbc34079714731b0b58f313,1326065853,37.786024,-81.928469,1
14405,08-01-2019 23:54,3.42E+14,fraud_Jewess LLC,shopping_pos,1030.43,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,f75fd6c755c25ef0c4c19e529e5598c4,1326066861,37.047639,-77.100192,1
14413,08-01-2019 23:58,4.81E+12,"fraud_Altenwerth, Cartwright and Koss",shopping_net,937.47,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,4066d212b6068496c994620350b5b9ed,1326067094,38.430689,-82.344224,1
14433,09-01-2019 00:22,4.81E+12,"fraud_Jones, Sawayn and Romaguera",misc_net,623.43,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,48ccc906742f28407fe83ed91cea5448,1326068556,39.18755,-82.342372,1
14441,09-01-2019 00:32,4.86E+15,fraud_Hackett-Lueilwitz,grocery_pos,346.69,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,737d7c9d2440b519df70efb9488221a0,1326069176,41.300248,-74.022048,1
14486,09-01-2019 01:26,6.53E+15,fraud_Koepp-Witting,grocery_pos,337.06,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,14-12-1950,8276e627c4a4b500a02ad2e7bd5ebf7c,1326072387,26.137097,-82.463519,1
14512,09-01-2019 01:59,3.51E+15,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,18.86,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26-06-1955,acdc1cdf75be4966dd778b55680566a9,1326074366,42.903425,-97.212673,1
14514,09-01-2019 02:04,4.86E+15,fraud_Boyer PLC,shopping_net,847.72,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25-02-1990,e4901607e03c3cece4fd13d8a453328e,1326074677,42.006549,-74.340631,1
14526,09-01-2019 02:20,4.81E+12,fraud_Kerluke PLC,misc_net,897.67,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10-07-2001,81f8395c77b3695ccd2f8f2fe76346a2,1326075612,38.842504,-82.041428,1
14543,09-01-2019 02:52,6.53E+15,fraud_Miller-Hauck,grocery_pos,305.6,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,14-12-1950,741210725eb19fed3a2323d5acc25fb6,1326077549,25.679503,-81.025904,1
14565,09-01-2019 03:26,6.53E+15,fraud_Koepp-Parker,grocery_pos,301.33,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,14-12-1950,119742fa5c0fb98147bb370520f08f8e,1326079567,26.781286,-81.183791,1
